?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Gerald_Ford>	<hasChild>	<Susan_Ford>	TargetSource	True
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Christine_of_Saxony>	<hasChild>	<George_I,_Landgrave_of_Hesse-Darmstadt>	TargetSource	True
?a  <isMarriedTo>  ?f  ?f  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Elizabeth_II>	<hasChild>	<Prince_Andrew,_Duke_of_York>	TargetSource	True
?a  <isMarriedTo>  ?f  ?f  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Sheila_MacRae>	<hasChild>	<Heather_MacRae>	TargetSource	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<John_Hay_Whitney>	<isMarriedTo>	<Liz_Whitney_Tippett>	TargetSource	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Matilda_of_Hainaut>	<isMarriedTo>	<John,_Duke_of_Durazzo>	TargetSource	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Murray_McLauchlan>	<isMarriedTo>	<Denise_Donlon>	TargetSource	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Tracey_Thorn>	<isMarriedTo>	<Ben_Watt>	TargetSource	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Catharina_Hooft>	<isMarriedTo>	<Cornelis_de_Graeff>	TargetSource	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Robert_Wrigley>	<isMarriedTo>	<Kim_Barnes>	TargetSource	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Charles_VII_of_Sweden>	<isMarriedTo>	<Christina_Hvide>	TargetSource	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Lolo_Soetoro>	<isMarriedTo>	<Ann_Dunham>	TargetSource	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Empress_Xu_Pingjun>	<isMarriedTo>	<Emperor_Xuan_of_Han>	TargetSource	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Nikki_Bedi>	<isMarriedTo>	<Kabir_Bedi>	TargetSource	True
