?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Lee_Cruce>	<isPoliticianOf>	<Kentucky>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Julius_Caldeen_Gunter>	<isPoliticianOf>	<Arkansas>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Thomas_H._Moodie>	<isPoliticianOf>	<Minnesota>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Stephen_W._Kearny>	<isPoliticianOf>	<New_Jersey>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Don_Sundquist>	<isPoliticianOf>	<Illinois>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Merritt_C._Mechem>	<isPoliticianOf>	<Kansas>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Tom_Carper>	<isPoliticianOf>	<West_Virginia>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Pete_Wilson>	<isPoliticianOf>	<Illinois>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Joseph_Duncan_(politician)>	<isPoliticianOf>	<Kentucky>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Christine_Gregoire>	<isPoliticianOf>	<Michigan>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<William_A._Newell>	<isPoliticianOf>	<Ohio>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Martin_E._Trapp>	<isPoliticianOf>	<Kansas>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Grant_Sawyer>	<isPoliticianOf>	<Idaho>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Frank_W._Hunt>	<isPoliticianOf>	<Kentucky>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Shelby_Moore_Cullom>	<isPoliticianOf>	<Kentucky>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<John_B._Weller>	<isPoliticianOf>	<Ohio>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Henry_S._Johnston>	<isPoliticianOf>	<Indiana>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Jesse_Fuller_McDonald>	<isPoliticianOf>	<Ohio>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<William_Stephens>	<isPoliticianOf>	<Ohio>	False
?c  <isLocatedIn>  ?b  ?a  <wasBornIn>  ?c   => ?a  <isPoliticianOf>  ?b	<Antonio_de_Ulloa>	<isPoliticianOf>	<Spain>	False
