?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<Sidney_Coleman>	<worksAt>	<Hampshire_College>	ManualEvaluation	False
?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<Ernst_G._Straus>	<worksAt>	<University_of_Tsukuba>	ManualEvaluation	False
?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<Friedrich_Wöhler>	<worksAt>	<University_of_Göttingen>	ManualEvaluation	True
?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<Mihajlo_D._Mesarovic>	<worksAt>	<Case_Western_Reserve_University>	ManualEvaluation	True
?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<Francis_E._Low>	<worksAt>	<Massachusetts_Institute_of_Technology>	ManualEvaluation	True
?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<Frederick_Gowland_Hopkins>	<worksAt>	<University_of_Oxford>	ManualEvaluation	False
?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<Edward_Condon>	<worksAt>	<University_of_Chicago>	ManualEvaluation	False
?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<John_Robert_Woodyard>	<worksAt>	<Oregon_State_University>	ManualEvaluation	False
?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<Ira_Remsen>	<worksAt>	<Johns_Hopkins_University>	ManualEvaluation	True
?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<Norman_Christ>	<worksAt>	<Columbia_University>	ManualEvaluation	True
?c  <graduatedFrom>  ?b  ?c  <hasAcademicAdvisor>  ?a   => ?a  <worksAt>  ?b	<Ralph_Fox>	<worksAt>	<Princeton_University>	ManualEvaluation	True
